danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
0.637,0.71,2,,1,0.0338,0.0001409999999999,0.89,0.209,0.0948,120.986,audio_features,370730,4,techno,,Techno,Techno 
0.7090000000000001,0.947,4,-4.822,0,0.04,0.00303,0.87,0.0889,0.0685,130.001,audio_features,417231,3,techno,,Techno Bangers: Bunker Style,Techno Bangers: Bunker Style 
0.8690000000000001,0.461,0,-9.27,1,0.0959,0.5479999999999999,0.000874,0.102,0.0374,119.974,audio_features,102744,4,Underground Rap,GoOnWithoutMe (feat. Cat Soup),, GoOnWithoutMe (feat. Cat Soup)
0.615,0.935,9,-5.7810000000000015,1,0.074,0.0016699999999999,0.779,0.436,0.327,141.99200000000005,audio_features,486761,4,psytrance,,Psytrance Can,Psytrance Can 
0.5920000000000001,0.867,2,-5.8889999999999985,1,0.29,0.00646,0.0,0.899,0.451,172.097,audio_features,189767,4,Hiphop,Zeltron 6 Billion,, Zeltron 6 Billion
0.759,0.342,1,,0,0.0406,0.775,0.0,0.112,0.22,199.99,audio_features,216234,4,Hiphop,Childs Play (feat. Chance the Rapper),, Childs Play (feat. Chance the Rapper)
0.424,0.987,9,-1.6,1,0.2239999999999999,9.08e-05,0.107,0.693,0.198,150.09,audio_features,198400,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
0.522,0.935,4,-4.803999999999999,1,0.0757,0.00121,0.584,0.561,0.4370000000000001,149.993,audio_features,410030,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.606,0.906,8,-9.381,1,0.0522,0.2,0.877,0.208,0.0819,128.999,audio_features,409600,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.523,0.7490000000000001,1,,1,0.0381,5.45e-05,9.3e-06,0.0991,0.108,150.106,audio_features,95033,4,Trap Metal,Energy,, Energy
0.8390000000000001,0.451,1,,1,0.392,0.0587,0.0,0.0743,0.7490000000000001,147.97799999999995,audio_features,173521,4,Underground Rap,Charades,, Charades
0.5329999999999999,0.946,1,-2.439,1,0.241,0.00243,0.0132,0.2689999999999999,0.349,149.875,audio_features,199431,4,trap,,Riddim Dubstep 2017-2018-2019,Riddim Dubstep 2017-2018-2019 
0.86,0.8240000000000001,8,-7.207000000000003,1,0.0518,0.024,0.657,0.205,0.87,124.016,audio_features,163790,4,techhouse,,Dirtybird House,Dirtybird House 
0.58,0.7070000000000001,6,-7.502000000000003,1,0.054,0.00941,0.855,0.0681,0.451,174.00400000000005,audio_features,311684,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
0.541,0.925,0,-4.072,1,0.0366,0.00479,0.00949,0.797,0.108,131.967,audio_features,153222,4,trance,,TRANNCE 2020 Best Trance Music Official,TRANNCE 2020 Best Trance Music Official 
0.741,0.977,10,-5.811,0,0.0499,0.000367,0.855,0.0644,0.496,123.984,audio_features,220700,4,techhouse,,Dirtybird Players,Dirtybird Players 
0.637,0.988,11,-3.583,0,0.293,0.291,0.000965,0.417,0.642,149.976,audio_features,246400,4,trap,,Lost Lands 2019,Lost Lands 2019 
0.7559999999999999,0.635,1,-12.326,1,0.0481,0.00055,0.925,0.111,0.0398,128.99200000000002,audio_features,432960,4,techno,,Dark Techno Rave,Dark Techno Rave 
0.7609999999999999,0.528,7,-10.615,1,0.122,0.00246,0.000181,0.154,0.328,146.048,audio_features,134520,4,Rap,No Bacardi,, No Bacardi
0.5479999999999999,0.889,5,-3.5010000000000003,1,0.033,0.0379,0.0,0.314,0.512,149.99,audio_features,267600,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.47,0.959,11,,0,0.262,0.00126,0.61,0.304,0.0379,137.991,audio_features,423043,4,psytrance,,Best of PsyTrance,Best of PsyTrance 
0.635,0.621,0,-7.515,1,0.0558,0.00368,1.74e-06,0.65,0.516,132.069,audio_features,120909,4,Trap Metal,"FUCK YOU, CORONA",," FUCK YOU, CORONA"
0.7909999999999999,0.212,1,-18.307,1,0.388,0.753,1.810000000000001e-05,0.0753,0.346,190.148,audio_features,144000,4,Hiphop,ODE 2 U,, ODE 2 U
0.6859999999999999,0.934,11,-3.652,1,0.186,0.000565,0.434,0.13,0.1159999999999999,150.192,audio_features,196083,4,trap,,Riddim or die,Riddim or die 
0.613,0.868,2,-5.646,1,0.069,0.0013,0.856,0.3389999999999999,0.162,142.039,audio_features,427384,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.773,0.52,6,-7.02,1,0.349,0.3,2.26e-06,0.0951,0.6659999999999999,158.06,audio_features,111867,4,Underground Rap,Squeeze,, Squeeze
0.765,0.7040000000000001,5,-4.589,0,0.127,0.0215,0.0,0.227,0.498,147.055,audio_features,192172,4,RnB,No Stylist (feat. Drake),, No Stylist (feat. Drake)
0.552,0.985,9,-1.341,0,0.0879,0.517,0.195,0.0829,0.1159999999999999,150.055,audio_features,228082,4,hardstyle,,Best Hardstyle ever made,Best Hardstyle ever made 
0.6890000000000001,0.942,5,-5.0310000000000015,0,0.0393,8.97e-05,0.8390000000000001,0.687,0.0531,144.006,audio_features,558333,4,psytrance,,Psytrance 2020,Psytrance 2020 
0.777,0.626,11,-5.019,1,0.309,0.0609,0.0,0.129,0.188,145.05200000000005,audio_features,184790,4,Underground Rap,Demons & Goblins (feat. Meek Mill),, Demons & Goblins (feat. Meek Mill)
0.696,0.6659999999999999,1,-2.431,1,0.0382,0.0376,0.327,0.217,0.148,120.008,audio_features,221370,4,Underground Rap,Boy Red,, Boy Red
0.662,0.985,0,-6.242000000000001,1,0.0623,0.0145,0.289,0.0804,0.5820000000000001,124.007,audio_features,216835,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.6970000000000001,0.688,6,,1,0.0362,0.29,0.0,0.308,0.6659999999999999,121.962,audio_features,199920,4,RnB,So Big,, So Big
0.475,0.904,5,-5.787000000000001,1,0.0425,0.000492,0.0324,0.0739,0.374,149.987,audio_features,168162,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.654,0.7509999999999999,8,,0,0.105,0.246,0.0179,0.1669999999999999,0.568,185.562,audio_features,272507,4,Hiphop,No Church In The Wild,, No Church In The Wild
0.482,0.644,10,,0,0.319,0.0863,7.57e-06,0.31,0.611,151.329,audio_features,157560,4,Emo,Blue Orchid,, Blue Orchid
0.698,0.94,4,-5.118,0,0.0637,0.000161,0.8420000000000001,0.185,0.355,144.988,audio_features,463448,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
0.408,0.9,5,,0,0.054,0.195,0.252,0.235,0.1989999999999999,149.91299999999995,audio_features,191166,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.423,0.562,1,-8.384,0,0.211,0.255,0.0191,0.127,0.18,160.32399999999996,audio_features,201720,4,Rap,Die Alone,, Die Alone
0.64,0.595,5,-4.65,0,0.0359,0.34,0.0103,0.0734,0.0449,136.076,audio_features,136926,4,Dark Trap,DARE YOU,, DARE YOU
0.475,0.987,5,-3.515,0,0.121,0.00028,2.36e-06,0.335,0.632,162.002,audio_features,213741,4,Emo,A Love Like War (feat. Vic Fuentes),, A Love Like War (feat. Vic Fuentes)
0.934,0.667,6,-5.294,0,0.238,0.0138,0.0091,0.447,0.5539999999999999,104.249,audio_features,143926,4,Hiphop,Suede Jaw,, Suede Jaw
0.7440000000000001,0.779,8,-5.985,1,0.0367,0.00853,0.86,0.0678,0.335,124.995,audio_features,493810,4,techno,,Techno,Techno 
0.46,0.821,6,-2.357,0,0.0651,0.0145,0.6409999999999999,0.0964,0.0397,174.02700000000004,audio_features,276062,4,dnb,,Liqduicity Drum & Bass,Liqduicity Drum & Bass 
0.8370000000000001,0.389,1,-8.137,1,0.474,0.0629,0.0,0.128,0.193,169.942,audio_features,147529,4,Underground Rap,Dolo,, Dolo
0.521,0.98,7,,0,0.0743,0.0061,0.145,0.133,0.324,150.049,audio_features,271522,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
0.67,0.984,6,-5.093,1,0.0431,6.18e-05,0.863,0.774,0.16,144.99200000000005,audio_features,418759,4,psytrance,,Psytrance 2020,Psytrance 2020 
0.759,0.498,10,-10.615,1,0.0776,0.223,5.84e-05,0.406,0.244,126.972,audio_features,195160,4,Underground Rap,High (feat. Elton John),, High (feat. Elton John)
0.409,0.8270000000000001,8,-2.54,1,0.392,0.00133,0.0173,0.417,0.575,149.64,audio_features,211345,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.354,0.935,4,-3.653,0,0.176,0.0028899999999999,0.000496,0.496,0.516,149.92600000000004,audio_features,227200,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.7759999999999999,0.562,9,,1,0.363,0.0399,0.0,0.138,0.521,169.03,audio_features,147867,4,Underground Rap,RICKY,, RICKY
0.7040000000000001,0.986,8,-4.7810000000000015,0,0.0831,0.00121,0.7509999999999999,0.551,0.124,126.984,audio_features,193000,4,techhouse,,Beatoirt Best New Tech House,Beatoirt Best New Tech House 
0.7859999999999999,0.569,1,,1,0.125,0.048,0.0,0.119,0.288,164.054,audio_features,222147,4,Underground Rap,Dope Dealer,, Dope Dealer
0.762,0.282,8,-5.479,1,0.0719,0.1669999999999999,0.102,0.0987,0.155,130.017,audio_features,147692,4,Rap,SINISTER,, SINISTER
0.732,0.727,10,,0,0.329,0.145,0.0,0.4920000000000001,0.341,170.109,audio_features,158081,4,Dark Trap,Skull Crack,, Skull Crack
0.534,0.993,1,,0,0.0723,0.00647,0.713,0.695,0.356,142.00799999999995,audio_features,417465,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.6809999999999999,0.825,7,-10.487,1,0.057,0.0741,0.88,0.209,0.027,126.992,audio_features,399990,4,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
0.625,0.5760000000000001,11,,0,0.175,0.0543,4.07e-05,0.187,0.235,179.063,audio_features,193147,4,RnB,Adorn,, Adorn
0.779,0.314,7,-9.883,1,0.0487,0.284,0.0,0.112,0.406,119.923,audio_features,146312,4,Dark Trap,Headed To My Funeral,, Headed To My Funeral
0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,audio_features,210160,4,Emo,Purpose,, Purpose
0.511,0.939,0,-3.161,0,0.0401,0.00123,0.359,0.253,0.405,159.985,audio_features,175651,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.435,0.625,10,-8.338,1,0.516,0.7490000000000001,0.0,0.0806,0.395,85.988,audio_features,268667,4,Rap,Intro III,, Intro III
0.774,0.731,6,,1,0.0516,0.103,0.924,0.1009999999999999,0.0388,128.017,audio_features,384070,4,techno,,|DARK|HARD|TECHNO,|DARK|HARD|TECHNO 
0.457,0.698,11,,0,0.0472,0.00197,0.83,0.129,0.0317,124.026,audio_features,240039,4,Dark Trap,Soaring,, Soaring
0.515,0.989,2,-5.7410000000000005,1,0.0743,5.98e-05,0.541,0.102,0.4429999999999999,150.009,audio_features,501514,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.79,0.47,1,-8.594,1,0.223,0.49,0.0,0.0884,0.53,126.992,audio_features,146467,4,Rap,untitled 07 | levitate,, untitled 07 | levitate
0.833,0.965,6,-5.215,0,0.0528,0.0682,0.134,0.0927,0.922,123.995,audio_features,191613,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.516,0.987,1,-6.249,0,0.0491,0.00033,0.4920000000000001,0.243,0.0975,137.97,audio_features,394669,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.498,0.8640000000000001,11,,0,0.0398,0.000225,0.5429999999999999,0.2689999999999999,0.0405,138.00799999999998,audio_features,434216,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.578,0.42,5,-12.558,1,0.19,0.123,1.66e-05,0.196,0.208,159.85299999999995,audio_features,354064,4,Trap Metal,Just Tryna,, Just Tryna
0.759,0.861,11,-4.575,0,0.071,0.00279,0.828,0.11,0.0489,137.034,audio_features,360876,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
0.8690000000000001,0.329,1,-12.507,1,0.204,0.0374,0.383,0.1,0.382,133.997,audio_features,162821,1,Dark Trap,Awake,, Awake
0.6709999999999999,0.962,4,-5.509,1,0.481,0.0729,0.00663,0.376,0.183,114.003,audio_features,117895,4,Dark Trap,I duckinf hatw you,, I duckinf hatw you
0.862,0.716,0,-4.686,1,0.171,0.119,0.0,0.145,0.252,215.898,audio_features,111177,4,Dark Trap,Jeffer Drive,, Jeffer Drive
0.649,0.772,11,-5.332000000000002,0,0.133,0.7170000000000001,0.00305,0.103,0.0294,219.946,audio_features,219749,4,Dark Trap,Polaris,, Polaris
0.54,0.871,2,-1.37,0,0.0492,0.00183,0.043,0.133,0.122,173.991,audio_features,336897,4,dnb,,Drum and Bass - Running 2020,Drum and Bass - Running 2020 
0.58,0.34,5,-15.942,0,0.0687,0.615,0.8640000000000001,0.153,0.125,157.96200000000005,audio_features,322025,4,Dark Trap,Hell (0),, Hell (0)
0.7190000000000001,0.495,5,-8.818999999999997,1,0.0898,0.387,0.0,0.098,0.198,144.969,audio_features,173379,4,Rap,Campfire Story,, Campfire Story
0.715,0.912,10,-5.391,0,0.294,0.0125,0.0,0.307,0.507,202.012,audio_features,90594,4,Underground Rap,AMERICAN WASTELAND,, AMERICAN WASTELAND
0.8109999999999999,0.726,2,-6.726,1,0.3229999999999999,0.362,1.88e-06,0.121,0.57,150.061,audio_features,235897,4,Rap,Alive (with Offset & 2 Chainz),, Alive (with Offset & 2 Chainz)
0.84,0.589,5,-14.435,1,0.09,0.0185,0.0373,0.118,0.0309,216.14,audio_features,135947,4,Dark Trap,i'd rather make music than fuck bitches,, i'd rather make music than fuck bitches
0.6990000000000001,0.489,1,-9.461,0,0.0388,0.365,4.2e-05,0.132,0.0739,134.017,audio_features,214925,4,Dark Trap,MARY JANE,, MARY JANE
0.7140000000000001,0.99,9,-3.115,1,0.178,0.228,0.336,0.283,0.4039999999999999,150.011,audio_features,185600,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
0.414,0.933,1,-3.24,1,0.159,0.000396,0.929,0.368,0.0356,174.071,audio_features,272000,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
0.662,0.947,6,,0,0.0459,0.00153,0.928,0.7879999999999999,0.0307,128.011,audio_features,382500,4,techno,,Dark Techno,Dark Techno 
0.361,0.794,11,-5.595,0,0.065,0.0256,0.0,0.332,0.223,155.62,audio_features,150152,4,Trap Metal,Exelsior,, Exelsior
0.527,0.435,2,-8.363,1,0.129,0.0295,0.0,0.243,0.0781,205.396,audio_features,223853,3,RnB,Let Me Love You,, Let Me Love You
0.645,0.935,11,-2.315,1,0.1889999999999999,0.0072099999999999,0.0514,0.2269999999999999,0.355,149.966,audio_features,194400,4,trap,,RIDDIM 2020 & Riddim Hits,RIDDIM 2020 & Riddim Hits 
0.738,0.821,9,-8.636000000000001,1,0.0573,0.00458,0.917,0.0793,0.0313,128.018,audio_features,401250,4,techno,,Dark Techno,Dark Techno 
0.5589999999999999,0.514,1,-8.78,1,0.0523,0.0203,0.000109,0.0982,0.0911,139.614,audio_features,123500,3,Dark Trap,BlackMold,, BlackMold
0.526,0.973,11,-6.854,0,0.0397,0.0023899999999999,0.964,0.193,0.54,138.003,audio_features,579140,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
0.45,0.332,0,,1,0.0355,0.223,0.0145,0.113,0.0636,119.914,audio_features,129730,4,Hiphop,Reflection,, Reflection
0.8220000000000001,0.502,7,,1,0.148,0.0312,0.0008869999999999,0.114,0.525,146.006,audio_features,210200,4,RnB,It's A Vibe,, It's A Vibe
0.72,0.993,1,-3.998,1,0.0481,0.000336,0.7070000000000001,0.0964,0.296,124.99,audio_features,234240,4,techhouse,,tech house,tech house 
0.77,0.853,10,-3.849,0,0.221,0.0042,0.000961,0.0936,0.615,164.037,audio_features,135732,4,Underground Rap,Stick Out,, Stick Out
0.653,0.835,9,-8.692,0,0.0443,0.00557,0.8490000000000001,0.0975,0.0765,128.023,audio_features,427549,4,techno,,Techno Bangers: Bunker Style,Techno Bangers: Bunker Style 
0.804,0.742,1,-7.89,0,0.192,0.02,0.728,0.159,0.1989999999999999,125.002,audio_features,220125,4,techhouse,,Dirtybird Players,Dirtybird Players 
0.466,0.8959999999999999,8,-2.958,1,0.248,0.6679999999999999,0.0,0.135,0.573,118.494,audio_features,202710,5,Rap,Occupation,, Occupation
0.389,0.768,1,-4.765,1,0.256,0.038,0.0,0.119,0.334,90.146,audio_features,183567,4,Rap,WRONG (feat. Lil Mosey),, WRONG (feat. Lil Mosey)
0.474,0.974,6,-5.603,0,0.0546,0.00445,0.109,0.731,0.309,150.026,audio_features,301933,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.461,0.653,6,-8.617,1,0.327,0.158,0.0,0.197,0.588,163.256,audio_features,322000,1,RnB,Come Through and Chill (feat. J. Cole & Salaam Remi),, Come Through and Chill (feat. J. Cole & Salaam Remi)
0.7979999999999999,0.924,7,-6.504,1,0.0568,0.00226,0.1889999999999999,0.0633,0.536,125.01,audio_features,201738,4,techhouse,,Tech House by DOT Dance,Tech House by DOT Dance 
0.557,0.8340000000000001,0,-8.595,1,0.0745,0.00141,0.0795,0.232,0.274,141.987,audio_features,226508,4,Dark Trap,Devils,, Devils
0.6729999999999999,0.938,7,-7.715,1,0.0421,0.00271,0.841,0.407,0.151,137.983,audio_features,488696,3,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
0.305,0.8009999999999999,11,,1,0.0467,0.00205,0.0056799999999999,0.121,0.156,150.05,audio_features,272326,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.603,0.889,3,,0,0.0943,0.0019199999999999,0.919,0.351,0.774,174.00599999999997,audio_features,270445,4,dnb,,Massive Drum & Bass,Massive Drum & Bass 
0.5920000000000001,0.964,7,,0,0.0929,0.0307,0.35,0.3979999999999999,0.263,148.019,audio_features,208424,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
0.76,0.507,7,,0,0.0875,0.203,1.25e-05,0.105,0.274,114.854,audio_features,227496,4,Rap,Hell Rain (feat. Lil Wayne and HoodyBaby),, Hell Rain (feat. Lil Wayne and HoodyBaby)
0.629,0.953,6,-7.349,0,0.0378,5.79e-06,0.7909999999999999,0.11,0.039,145.95600000000005,audio_features,440300,4,psytrance,,Psytrance Can,Psytrance Can 
0.727,0.7559999999999999,9,-11.257,1,0.0457,0.0105,0.8420000000000001,0.1119999999999999,0.163,130.002,audio_features,358154,4,techno,,|DARK|HARD|TECHNO,|DARK|HARD|TECHNO 
0.8270000000000001,0.7070000000000001,8,-8.712,0,0.197,0.0997,0.0,0.0808,0.5870000000000001,126.007,audio_features,232381,4,Underground Rap,99 Problems & Messages,, 99 Problems & Messages
0.612,0.905,5,,1,0.0539,0.000337,0.79,0.294,0.183,140.007,audio_features,435429,4,psytrance,,Psytrance Can,Psytrance Can 
0.703,0.856,3,-7.904,1,0.0517,0.8320000000000001,0.000192,0.123,0.32,115.013,audio_features,183654,4,Dark Trap,Thru the Screen,, Thru the Screen
0.438,0.87,0,-1.872,1,0.278,0.0107,0.8759999999999999,0.0924,0.0836,119.675,audio_features,149805,3,Trap Metal,ACCELERATE // KILL CONFIRMED,, ACCELERATE // KILL CONFIRMED
0.7340000000000001,0.907,2,-2.327,1,0.303,0.0967,2.55e-06,0.605,0.487,144.99,audio_features,244966,4,trap,,Riddim or die,Riddim or die 
0.721,0.856,9,-0.418,0,0.41,0.00208,0.0,0.359,0.377,140.09799999999998,audio_features,235460,4,trap,,Lost Lands 2020,Lost Lands 2020 
0.66,0.464,1,,1,0.188,0.0591,0.16,0.176,0.118,169.965,audio_features,128327,4,Underground Rap,Game V2,, Game V2
0.629,0.705,6,-7.456,0,0.0492,0.00664,0.765,0.637,0.28,122.948,audio_features,178091,4,Dark Trap,I'm Free,, I'm Free
0.816,0.868,1,,1,0.3,0.327,0.0,0.0391,0.8590000000000001,176.11,audio_features,211573,4,Underground Rap,Extortion (feat. Method Man),, Extortion (feat. Method Man)
0.684,0.79,0,-9.28,1,0.0977,0.0273,0.911,0.111,0.452,128.004,audio_features,420000,4,techno,,Techno Bangers: Bunker Style,Techno Bangers: Bunker Style 
0.735,0.568,5,-10.109,0,0.0646,0.498,0.7959999999999999,0.0762,0.241,140.017,audio_features,191991,4,Dark Trap,Before U Take Mine,, Before U Take Mine
0.773,0.815,9,-7.762,1,0.0614,0.00106,0.444,0.373,0.46,146.036,audio_features,126537,4,Dark Trap,All It Takes,, All It Takes
0.466,0.853,1,-4.005,1,0.102,0.0297,0.0965,0.303,0.0793,140.214,audio_features,279696,4,trap,,I'm a fucking Headbanger,I'm a fucking Headbanger 
0.787,0.94,10,-9.991,0,0.0485,0.0524,0.846,0.103,0.3229999999999999,127.004,audio_features,508392,4,techhouse,,Tech House 2020,Tech House 2020 
0.4679999999999999,0.968,1,,1,0.072,4.99e-05,0.897,0.0682,0.0981,140.01,audio_features,548585,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.884,0.807,9,-6.7810000000000015,0,0.31,0.0607,0.00301,0.0949,0.357,185.944,audio_features,282667,4,Underground Rap,Incarcerated Scarfaces,, Incarcerated Scarfaces
0.675,0.535,1,-7.077000000000001,1,0.0739,0.18,0.0,0.166,0.185,180.071,audio_features,174875,4,Underground Rap,Want Some!,, Want Some!
0.5429999999999999,0.877,7,-5.999,0,0.0861,0.00146,0.0,0.394,0.662,180.122,audio_features,151674,4,Dark Trap,MANHUNT,, MANHUNT
0.805,0.527,2,-7.379,1,0.0497,0.000984,0.816,0.0526,0.6990000000000001,124.023,audio_features,393871,4,techhouse,,Dirtybird House,Dirtybird House 
0.9,0.4320000000000001,0,-8.249,1,0.091,0.0501,1.23e-06,0.111,0.155,135.047,audio_features,135747,4,Rap,Dark Knight,, Dark Knight
0.369,0.871,5,-5.324,0,0.0513,0.0125,0.00027,0.391,0.32,150.01,audio_features,190404,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
0.57,0.949,4,-3.938,1,0.0784,0.0257,0.0,0.204,0.5660000000000001,110.047,audio_features,205586,4,Emo,La La,, La La
0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,audio_features,191293,4,Pop,No Money,, No Money
0.809,0.939,2,-7.289,1,0.0554,5.73e-05,0.892,0.0455,0.8,124.013,audio_features,403500,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
0.508,0.458,5,-10.588,1,0.0699,0.154,0.141,0.374,0.231,124.849,audio_features,222903,4,Dark Trap,Sleepy,, Sleepy
0.7979999999999999,0.532,7,-4.329,0,0.0489,0.386,4.31e-05,0.196,0.3720000000000001,193.984,audio_features,221040,4,RnB,All Hands on Deck,, All Hands on Deck
0.416,0.963,6,-2.285,1,0.104,3.84e-05,0.00047,0.274,0.455,112.41,audio_features,236293,4,Emo,King for a Day (feat. Kellin Quinn),, King for a Day (feat. Kellin Quinn)
0.609,0.64,10,-7.632999999999999,1,0.0432,0.0247,0.0,0.079,0.425,141.957,audio_features,150160,4,Hiphop,cobain,, cobain
0.469,0.974,7,-3.175,0,0.13,0.0679,0.0947,0.391,0.136,129.095,audio_features,254853,4,Emo,Image Of The Invisible,, Image Of The Invisible
0.7390000000000001,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,120.986,audio_features,304760,4,Hiphop,Super Rich Kids,, Super Rich Kids
0.8059999999999999,0.926,9,-5.6129999999999995,1,0.0448,1.67e-05,0.914,0.0789,0.758,125.011,audio_features,372738,4,techno,,True Techno,True Techno 
0.359,0.3670000000000001,9,-7.684,1,0.0335,0.738,1.43e-06,0.0736,0.104,166.662,audio_features,175453,4,Hiphop,Bad Religion,, Bad Religion
0.906,0.61,6,-7.683,0,0.0792,0.108,0.000147,0.0851,0.422,130.002,audio_features,236452,4,Dark Trap,Decisions of Torment,, Decisions of Torment
0.768,0.753,7,-7.212999999999999,1,0.1,0.0264,0.894,0.336,0.545,135.028,audio_features,399827,4,techno,,techno. only. (08/02),techno. only. (08/02) 
0.408,0.978,7,-5.343,1,0.0482,0.000149,0.962,0.293,0.254,135.964,audio_features,213897,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
0.5479999999999999,0.855,3,-3.266,1,0.151,0.0149,0.0,0.127,0.644,145.13299999999995,audio_features,218787,4,Emo,The Drug In Me Is You,, The Drug In Me Is You
0.65,0.851,4,-6.544,0,0.0764,0.000785,0.852,0.0951,0.49,175.968,audio_features,392727,4,dnb,,Drum and Bass - 2015 to 2020,Drum and Bass - 2015 to 2020 
0.782,0.98,1,-4.4460000000000015,1,0.0629,0.000792,0.21,0.155,0.603,125.014,audio_features,187431,4,techhouse,,BOILER ROOM TECHNO HOUSE,BOILER ROOM TECHNO HOUSE 
0.667,0.7929999999999999,0,-7.106,1,0.0505,0.0863,0.0,0.115,0.317,134.025,audio_features,235267,4,RnB,Single,, Single
0.73,0.349,0,,0,0.131,0.0478,0.897,0.124,0.753,174.03,audio_features,358976,4,dnb,,Liquid Drum and Bass,Liquid Drum and Bass 
0.6759999999999999,0.61,0,-7.558,1,0.114,0.166,6.47e-05,0.122,0.24,148.118,audio_features,247192,4,RnB,Snowchild,, Snowchild
0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,audio_features,256093,4,Hiphop,New Slaves,, New Slaves
0.5529999999999999,0.941,7,-5.6770000000000005,1,0.0401,0.0009279999999999,0.794,0.302,0.157,141.999,audio_features,460120,4,psytrance,,PSYTRANCE BANGERS best new 2020,PSYTRANCE BANGERS best new 2020 
0.5379999999999999,0.959,7,-6.343,1,0.248,0.00592,0.0987,0.1369999999999999,0.491,150.055,audio_features,229209,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
0.6659999999999999,0.91,10,-4.8260000000000005,0,0.22,0.0142,0.104,0.825,0.5379999999999999,171.975,audio_features,279099,4,dnb,,Drum and Bass 2020 (Drum & Bass Music - DNB Hits),Drum and Bass 2020 (Drum & Bass Music - DNB Hits) 
0.649,0.958,2,-3.128,1,0.271,0.0781,5.6e-06,0.197,0.655,169.972,audio_features,185704,4,Trap Metal,Errxr,, Errxr
0.71,0.818,0,-4.933,1,0.0896,0.0605,0.0586,0.659,0.428,174.088,audio_features,222269,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
0.4970000000000001,0.57,2,-10.119,1,0.269,0.154,4.63e-06,0.114,0.757,156.84799999999996,audio_features,141457,4,Dark Trap,REHAB,, REHAB
0.659,0.687,4,-9.744,0,0.377,0.381,0.000124,0.146,0.517,163.908,audio_features,220836,4,Hiphop,Six Degrees,, Six Degrees
0.75,0.843,7,-6.627999999999999,1,0.0787,0.00153,0.879,0.0687,0.175,128.004,audio_features,384844,4,techno,,Techno,Techno 
0.642,0.374,4,-9.386,1,0.0545,0.7859999999999999,0.0,0.0906,0.0799,124.099,audio_features,169266,4,Emo,you broke me first,, you broke me first
0.345,0.929,3,-4.4689999999999985,0,0.142,0.00015,0.00106,0.129,0.181,155.041,audio_features,227107,3,Emo,Dance With The Devil,, Dance With The Devil
